Country Name,Country Code,Series Name,Series Code,2021 [YR2021]
Kuwait,KWT,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Kuwait,KWT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,NA
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Kuwait,KWT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Kyrgyz Republic,KGZ,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,76.875
Kyrgyz Republic,KGZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Kyrgyz Republic,KGZ,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Kyrgyz Republic,KGZ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,8543423503
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1276.242643
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Lao PDR,LAO,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,88.125
Lao PDR,LAO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Lao PDR,LAO,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Lao PDR,LAO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,18827148530
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2551.326081
Lao PDR,LAO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Latvia,LVA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,100
Latvia,LVA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Latvia,LVA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Latvia,LVA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,38872546229
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,20642.16792
Latvia,LVA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.510000229
Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Lebanon,LBN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,58.75
Lebanon,LBN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Lebanon,LBN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Lebanon,LBN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,18076624840
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,2670.441956
Lebanon,LBN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Lesotho,LSO,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,78.125
Lesotho,LSO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Lesotho,LSO,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Lesotho,LSO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2518468891
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1166.461667
Lesotho,LSO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Liberia,LBR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,81.25
Liberia,LBR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Liberia,LBR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Liberia,LBR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,3486741370
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,673.0890671
Liberia,LBR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Libya,LBY,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,50
Libya,LBY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Libya,LBY,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Libya,LBY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,41879579677
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,6018.445207
Libya,LBY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Liechtenstein,LIE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Liechtenstein,LIE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Liechtenstein,LIE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Liechtenstein,LIE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,NA
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Lithuania,LTU,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,93.75
Lithuania,LTU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Lithuania,LTU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Lithuania,LTU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,65503849705
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,23433.39091
Lithuania,LTU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.110000134
Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Luxembourg,LUX,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,100
Luxembourg,LUX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Luxembourg,LUX,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Luxembourg,LUX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,86710803337
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,135682.7943
Luxembourg,LUX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.25
Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
"Macao SAR, China",MAC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
"Macao SAR, China",MAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
"Macao SAR, China",MAC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
"Macao SAR, China",MAC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,29905190182
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,45421.62663
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Madagascar,MDG,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,71.875
Madagascar,MDG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Madagascar,MDG,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Madagascar,MDG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,14637400396
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,514.9058618
Madagascar,MDG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Malawi,MWI,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,77.5
Malawi,MWI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Malawi,MWI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Malawi,MWI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,12626718074
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,642.6569158
Malawi,MWI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Malaysia,MYS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,50
Malaysia,MYS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Malaysia,MYS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Malaysia,MYS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,3.72701E+11
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,11371.09902
Malaysia,MYS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Maldives,MDV,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,73.75
Maldives,MDV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Maldives,MDV,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Maldives,MDV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,4889666932
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,8994.641352
Maldives,MDV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Mali,MLI,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,60.625
Mali,MLI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Mali,MLI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Mali,MLI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,19143741503
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,917.9130633
Mali,MLI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Malta,MLT,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,88.75
Malta,MLT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Malta,MLT,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Malta,MLT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,17189730470
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,33257.42203
Malta,MLT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.529999971
Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Marshall Islands,MHL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,65.625
Marshall Islands,MHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Marshall Islands,MHL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Marshall Islands,MHL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,248665600
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,4170.981918
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Mauritania,MRT,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,48.125
Mauritania,MRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Mauritania,MRT,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Mauritania,MRT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,8227580740
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1723.013866
Mauritania,MRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Mauritius,MUS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,89.375
Mauritius,MUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Mauritius,MUS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Mauritius,MUS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,11156657770
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,8812.108249
Mauritius,MUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Mexico,MEX,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,88.75
Mexico,MEX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Mexico,MEX,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Mexico,MEX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1.29304E+12
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,9926.422768
Mexico,MEX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.090000153
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
"Micronesia, Fed. Sts.",FSM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,61.25
"Micronesia, Fed. Sts.",FSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
"Micronesia, Fed. Sts.",FSM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
"Micronesia, Fed. Sts.",FSM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,404178049.8
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3476.650895
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Moldova,MDA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,87.5
Moldova,MDA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Moldova,MDA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Moldova,MDA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,13679221333
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,5314.531461
Moldova,MDA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.230000019
Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Monaco,MCO,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Monaco,MCO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Monaco,MCO,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Monaco,MCO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,NA
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Monaco,MCO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Mongolia,MNG,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,85
Mongolia,MNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Mongolia,MNG,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Mongolia,MNG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,15098022829
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,4534.918589
Mongolia,MNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Montenegro,MNE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,85
Montenegro,MNE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Montenegro,MNE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Montenegro,MNE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,5809170962
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,9367.016884
Montenegro,MNE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Morocco,MAR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,75.625
Morocco,MAR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Morocco,MAR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Morocco,MAR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1.32725E+11
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3496.758301
Morocco,MAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Mozambique,MOZ,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,82.5
Mozambique,MOZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Mozambique,MOZ,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Mozambique,MOZ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,16095828897
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,500.4448085
Mozambique,MOZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Myanmar,MMR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,58.75
Myanmar,MMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Myanmar,MMR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Myanmar,MMR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
